Date (dd/mm/yy),Generated (kWh),Efficiency (kWh/kW),Exported (kWh),Peak Power (kW),Peak Time (hh:mm:am/pm),Weather Conditions (category)
13/08/18,119.686,4.956,,16.52,2:15PM,Partly Cloudy
12/08/18,120.784,5.001,,16.58,2:45PM,Fine
11/08/18,114.628,4.747,,16.204,2:45PM,Partly Cloudy
10/08/18,111.307,4.609,,15.832,2:15PM,Partly Cloudy
09/08/18,80.54,3.335,,16.912,1:30PM,Mostly Cloudy
08/08/18,117.909,4.882,,16.472,2:30PM,Partly Cloudy
07/08/18,122.264,5.063,,16.66,2:15PM,Fine
06/08/18,121.906,5.048,,16.676,2:30PM,Fine
05/08/18,126.695,5.246,,17.172,2:15PM,Fine
04/08/18,123.822,5.127,,16.696,2:30PM,Fine
03/08/18,119.858,4.963,,16.42,2:15PM,Partly Cloudy
02/08/18,121.553,5.033,,16.672,2:45PM,Fine
01/08/18,117.007,4.845,,16.512,2:00PM,Partly Cloudy
31/07/18,120.444,4.987,,16.784,3:30PM,Partly Cloudy
30/07/18,122.063,5.054,,16.536,2:15PM,Fine
29/07/18,109.504,4.534,,17.804,3:15PM,Partly Cloudy
28/07/18,124.828,5.169,,16.684,2:15PM,Fine
27/07/18,119.799,4.961,,15.984,2:45PM,Partly Cloudy
26/07/18,126.788,5.25,,17.104,2:45PM,Fine
25/07/18,122.167,5.059,,16.508,2:30PM,Fine
24/07/18,122.472,5.071,,16.876,2:15PM,Fine
23/07/18,125.661,5.203,,16.728,3:00PM,Fine
22/07/18,125.461,5.195,,17.444,2:15PM,Fine
21/07/18,126.904,5.255,,17.788,2:45PM,Fine
20/07/18,126.782,5.25,,17.072,2:30PM,Fine
19/07/18,127.266,5.27,,17.212,2:15PM,Fine
18/07/18,121.963,5.05,,18.092,2:45PM,Fine
17/07/18,117.397,4.861,,17.636,3:00PM,Partly Cloudy
16/07/18,130.194,5.391,,17.196,2:15PM,Fine
15/07/18,129.181,5.349,,17.16,2:30PM,Fine
14/07/18,129.181,5.349,,17.16,2:30PM,Fine
13/07/18,130.374,5.399,,17.544,2:30PM,Fine
12/07/18,127.852,5.294,,17.364,2:15PM,Fine
11/07/18,126.506,5.238,,17.288,3:00PM,Fine
10/07/18,49.64,2.055,,9.18,12:15PM,Cloudy
09/07/18,79.147,3.277,,13.976,1:45PM,Mostly Cloudy
08/07/18,102.194,4.232,,17.536,1:45PM,Partly Cloudy
07/07/18,93.671,3.879,,17.768,3:45PM,Mostly Cloudy
06/07/18,113.112,4.684,,18.452,2:15PM,Partly Cloudy
05/07/18,134.575,5.572,,18.412,1:45PM,Fine
04/07/18,139.886,5.792,,18.328,2:45PM,Fine
03/07/18,142.232,5.89,,18.548,2:15PM,Fine
02/07/18,145.375,6.02,,16.672,3:00PM,Fine
01/07/18,146.061,6.048,,18.844,2:15PM,Fine
30/06/18,146.557,6.069,,19.024,2:30PM,Fine
29/06/18,147.841,6.122,,19.192,2:30PM,Fine
28/06/18,149.176,6.177,,19.1,2:15PM,Fine
27/06/18,147.172,6.094,,18.832,2:30PM,Fine
26/06/18,149.968,6.21,,19.112,2:45PM,Fine
24/06/18,148.932,6.167,,18.996,2:30PM,Fine
23/06/18,150.07,6.214,,19.42,2:15PM,Fine
22/06/18,148.768,6.16,,18.888,2:45PM,Fine
21/06/18,148.037,6.13,,19.004,2:15PM,Fine
20/06/18,143.236,5.931,,18.88,2:30PM,Fine
19/06/18,146.245,6.056,,19.264,2:30PM,Fine
18/06/18,150.52,6.233,,19.748,2:30PM,Fine
17/06/18,119.704,4.957,,20.764,2:30PM,Partly Cloudy
16/06/18,62.388,2.583,,12.948,12:15PM,Mostly Cloudy
15/06/18,127.948,5.298,,18.812,2:15PM,Fine
14/06/18,125.266,5.187,,18.5,2:15PM,Fine
13/06/18,149.235,6.18,,18.972,2:30PM,Fine
12/06/18,148.596,6.153,,19.252,2:00PM,Fine
11/06/18,149.841,6.205,,19.34,2:15PM,Fine
10/06/18,150.376,6.227,,19.572,2:30PM,Fine
09/06/18,149.972,6.21,,19.328,2:45PM,Fine
08/06/18,99.204,4.108,,12.756,2:15PM,Partly Cloudy
07/06/18,100.904,4.178,,13.02,2:30PM,Partly Cloudy
06/06/18,101.705,4.211,,13.04,2:00PM,Partly Cloudy
05/06/18,103.483,4.285,,13.108,2:15PM,Partly Cloudy
04/06/18,100.412,4.158,,13.052,2:30PM,Partly Cloudy
03/06/18,99.716,4.129,,12.892,2:15PM,Partly Cloudy
02/06/18,98.852,4.093,,12.732,2:15PM,Partly Cloudy
01/06/18,100.683,4.169,,13.068,2:00PM,Partly Cloudy
31/05/18,101.156,4.189,,13.152,2:30PM,Partly Cloudy
30/05/18,91.068,3.771,,13.148,3:00PM,Mostly Cloudy
29/05/18,88.278,3.655,,13.836,3:15PM,Mostly Cloudy
28/05/18,99.317,4.113,,13.18,2:45PM,Partly Cloudy
27/05/18,101.357,4.197,,13.28,2:30PM,Partly Cloudy
26/05/18,75.021,3.106,,12.968,12:30PM,Mostly Cloudy
25/05/18,93.184,3.859,,13.348,2:45PM,Mostly Cloudy
24/05/18,38.648,1.6,,7.292,1:30PM,Cloudy
23/05/18,100.258,4.151,,13.508,2:15PM,Partly Cloudy
22/05/18,101.833,4.217,,13.616,3:00PM,Partly Cloudy
21/05/18,45.735,1.894,,10.076,12:45PM,Cloudy
20/05/18,64.582,2.674,,13.088,2:15PM,Mostly Cloudy
19/05/18,77.753,3.22,,13.316,2:15PM,Mostly Cloudy
18/05/18,78.701,3.259,,13.644,3:00PM,Mostly Cloudy
17/05/18,91.667,3.796,,13.64,2:30PM,Mostly Cloudy
16/05/18,100.252,4.151,,13.448,2:30PM,Partly Cloudy
15/05/18,96.881,4.012,,13.464,2:45PM,Partly Cloudy
14/05/18,146.264,6.056,,20.468,1:30PM,Fine
13/05/18,97.704,4.046,,13.604,1:00PM,Partly Cloudy
12/05/18,45.391,1.88,,8.088,11:30AM,Cloudy
11/05/18,35.366,1.464,,8.68,12:15PM,Cloudy
10/05/18,98.44,4.076,,13.24,2:15PM,Partly Cloudy
09/05/18,99.326,4.113,,13.056,3:00PM,Partly Cloudy
08/05/18,98.937,4.097,,12.976,2:15PM,Partly Cloudy
07/05/18,101.055,4.184,,13.508,2:15PM,Partly Cloudy
06/05/18,97.491,4.037,,13.312,2:45PM,Partly Cloudy
05/05/18,96.82,4.009,,13.128,2:30PM,Partly Cloudy
04/05/18,98.358,4.073,,13.26,2:00PM,Partly Cloudy
03/05/18,98.495,4.078,,13.336,2:00PM,Partly Cloudy
02/05/18,27.312,1.131,,8.412,11:30AM,Cloudy
01/05/18,59.121,2.448,,11.66,2:45PM,Cloudy
30/04/18,64.137,2.656,,11.076,2:15PM,Mostly Cloudy
29/04/18,102.282,4.235,,17.104,3:15PM,Partly Cloudy
28/04/18,118.299,4.899,,15.556,5:00PM,Partly Cloudy
27/04/18,108.247,4.482,,15.096,3:00PM,Partly Cloudy
26/04/18,108.856,4.507,,13.628,3:15PM,Partly Cloudy
25/04/18,108.082,4.475,,14.236,3:00PM,Partly Cloudy
24/04/18,112.429,4.655,,15.452,3:45PM,Partly Cloudy
23/04/18,109.456,4.532,,14.392,3:30PM,Partly Cloudy
22/04/18,118.842,4.921,,15.024,4:30PM,Partly Cloudy
21/04/18,89.019,3.686,,17.744,3:30PM,Mostly Cloudy
20/04/18,100.642,4.167,,13.676,2:30PM,Partly Cloudy
19/04/18,82.351,3.41,,14.076,2:30PM,Mostly Cloudy
18/04/18,100.414,4.158,,13.508,2:30PM,Partly Cloudy
17/04/18,101.376,4.198,,13.688,2:15PM,Partly Cloudy
16/04/18,99.36,4.114,,13.816,1:30PM,Partly Cloudy
15/04/18,88.686,3.672,,13.712,2:30PM,Mostly Cloudy
14/04/18,109.356,4.528,,13.708,3:45PM,Partly Cloudy
13/04/18,112.958,4.677,,15.56,1:45PM,Partly Cloudy
12/04/18,109.451,4.532,,14.296,1:45PM,Partly Cloudy
11/04/18,110.884,4.591,,14.92,2:00PM,Partly Cloudy
10/04/18,111.057,4.599,,14.748,2:15PM,Partly Cloudy
09/04/18,110.13,4.56,,14.02,2:00PM,Partly Cloudy
08/04/18,122.442,5.07,,16.0,12:45PM,Fine
07/04/18,74.272,3.075,,13.832,4:00PM,Mostly Cloudy
06/04/18,107.605,4.456,,17.024,2:15PM,Partly Cloudy
05/04/18,130.253,5.393,,18.696,2:15PM,Fine
04/04/18,90.119,3.732,,20.06,2:30PM,Mostly Cloudy
02/04/18,54.829,2.27,,11.1,1:45PM,Cloudy
01/04/18,112.748,4.669,,17.576,12:15PM,Partly Cloudy
31/03/18,96.112,3.98,,14.996,1:15PM,Mostly Cloudy
30/03/18,126.131,5.223,,19.708,2:00PM,Fine
29/03/18,134.225,5.558,,18.54,2:45PM,Fine
28/03/18,122.29,5.064,,18.288,1:00PM,Fine
27/03/18,115.89,4.799,,16.16,3:15PM,Partly Cloudy
26/03/18,99.275,4.111,,17.1,3:45PM,Partly Cloudy
25/03/18,123.073,5.096,,17.44,3:15PM,Fine
24/03/18,113.924,4.717,,17.768,1:30PM,Partly Cloudy
23/03/18,112.594,4.662,,16.7,2:45PM,Partly Cloudy
22/03/18,39.493,1.635,,8.044,2:15PM,Cloudy
21/03/18,90.059,3.729,,14.1,2:45PM,Mostly Cloudy
20/03/18,95.801,3.967,,16.316,2:00PM,Mostly Cloudy
19/03/18,117.362,4.86,,16.792,2:15PM,Partly Cloudy
18/03/18,102.478,4.243,,16.928,3:00PM,Partly Cloudy
17/03/18,68.065,2.818,,15.852,2:15PM,Mostly Cloudy
16/03/18,91.827,3.802,,15.82,4:30PM,Mostly Cloudy
15/03/18,102.773,4.256,,13.86,2:00PM,Partly Cloudy
14/03/18,79.49,3.292,,12.82,1:00PM,Mostly Cloudy
13/03/18,84.574,3.502,,14.048,3:15PM,Mostly Cloudy
12/03/18,107.021,4.432,,16.676,2:45PM,Partly Cloudy
11/03/18,102.323,4.237,,15.64,2:45PM,Partly Cloudy
10/03/18,16.354,0.677,,3.488,11:45AM,Showers
09/03/18,90.744,3.758,,14.556,11:00AM,Mostly Cloudy
08/03/18,96.341,3.989,,18.628,1:45PM,Mostly Cloudy
07/03/18,82.707,3.425,,13.2,11:00AM,Mostly Cloudy
06/03/18,115.473,4.781,,16.156,1:30PM,Partly Cloudy
05/03/18,99.588,4.124,,16.512,12:45PM,Partly Cloudy
04/03/18,109.295,4.526,,16.332,1:15PM,Partly Cloudy
03/03/18,55.755,2.309,,12.808,2:00PM,Cloudy
02/03/18,108.956,4.512,,15.96,2:30PM,Partly Cloudy
01/03/18,117.23,4.854,,17.024,1:30PM,Partly Cloudy
28/02/18,93.441,3.869,,16.956,2:45PM,Mostly Cloudy
27/02/18,80.615,3.338,,17.132,2:15PM,Mostly Cloudy
26/02/18,114.014,4.721,,17.084,1:00PM,Partly Cloudy
25/02/18,112.606,4.663,,16.196,2:15PM,Partly Cloudy
24/02/18,113.94,4.718,,16.716,1:30PM,Partly Cloudy
23/02/18,98.581,4.082,,15.492,1:30PM,Partly Cloudy
22/02/18,57.089,2.364,,15.108,12:45PM,Cloudy
21/02/18,52.619,2.179,,14.884,1:15PM,Cloudy
20/02/18,111.685,4.625,,16.392,1:30PM,Partly Cloudy
19/02/18,92.145,3.816,,16.424,12:30PM,Mostly Cloudy
18/02/18,99.876,4.136,,15.288,12:30PM,Partly Cloudy
17/02/18,98.826,4.092,,16.6,2:15PM,Partly Cloudy
16/02/18,101.475,4.202,,14.892,2:00PM,Partly Cloudy
15/02/18,90.979,3.767,,14.94,12:00PM,Mostly Cloudy
14/02/18,55.277,2.289,,15.788,1:30PM,Cloudy
13/02/18,91.459,3.787,,16.708,1:30PM,Mostly Cloudy
12/02/18,34.23,1.417,,7.532,10:30AM,Cloudy
11/02/18,88.834,3.678,,15.996,2:15PM,Mostly Cloudy
10/02/18,56.165,2.326,,11.272,12:30PM,Cloudy
09/02/18,99.948,4.139,,15.584,1:45PM,Partly Cloudy
08/02/18,98.146,4.064,,15.22,1:30PM,Partly Cloudy
07/02/18,93.251,3.861,,14.648,2:00PM,Mostly Cloudy
05/02/18,92.333,3.823,,14.756,2:00PM,Mostly Cloudy
04/02/18,92.3,3.822,,14.676,1:15PM,Mostly Cloudy
03/02/18,95.985,3.975,,15.42,2:00PM,Mostly Cloudy
02/02/18,95.64,3.96,,15.46,12:45PM,Mostly Cloudy
01/02/18,94.898,3.93,,15.256,12:45PM,Mostly Cloudy
31/01/18,95.627,3.96,,15.628,2:15PM,Mostly Cloudy
30/01/18,60.618,2.51,,12.98,2:15PM,Mostly Cloudy
29/01/18,95.303,3.946,,16.464,1:30PM,Mostly Cloudy
28/01/18,90.643,3.753,,14.3,1:00PM,Mostly Cloudy
27/01/18,91.008,3.768,,13.92,1:45PM,Mostly Cloudy
26/01/18,93.309,3.864,,14.912,2:15PM,Mostly Cloudy
25/01/18,69.08,2.86,,14.516,12:00PM,Mostly Cloudy
24/01/18,89.808,3.719,,15.02,1:15PM,Mostly Cloudy
23/01/18,62.497,2.588,,10.268,12:15PM,Mostly Cloudy
22/01/18,95.222,3.943,,16.064,1:45PM,Mostly Cloudy
21/01/18,86.869,3.597,,14.784,1:30PM,Mostly Cloudy
19/01/18,66.379,2.749,,15.424,2:15PM,Mostly Cloudy
18/01/18,84.77,3.51,,14.616,2:00PM,Mostly Cloudy
17/01/18,83.852,3.472,,14.144,2:30PM,Mostly Cloudy
16/01/18,74.328,3.078,,13.904,12:00PM,Mostly Cloudy
15/01/18,70.886,2.935,,14.956,1:30PM,Mostly Cloudy
14/01/18,70.704,2.928,,15.84,1:15PM,Mostly Cloudy
13/01/18,89.6,3.71,,14.788,1:45PM,Mostly Cloudy
12/01/18,87.276,3.614,,14.764,1:45PM,Mostly Cloudy
11/01/18,88.94,3.683,,14.492,2:15PM,Mostly Cloudy
10/01/18,28.844,1.194,,6.26,10:45AM,Cloudy
09/01/18,32.959,1.365,,14.708,12:45PM,Cloudy
08/01/18,22.109,0.915,,6.456,1:00PM,Showers
07/01/18,60.772,2.516,,14.352,11:30AM,Mostly Cloudy
06/01/18,50.329,2.084,,12.792,12:15PM,Cloudy
05/01/18,78.59,3.254,,14.188,1:45PM,Mostly Cloudy
04/01/18,81.977,3.394,,14.344,1:30PM,Mostly Cloudy
03/01/18,28.199,1.168,,6.952,11:30AM,Cloudy
02/01/18,82.14,3.401,,14.576,1:30PM,Mostly Cloudy
01/01/18,66.617,2.758,,14.684,1:15PM,Mostly Cloudy
31/12/17,68.342,2.83,,14.252,1:00PM,Mostly Cloudy
30/12/17,82.391,3.412,,15.024,2:00PM,Mostly Cloudy
29/12/17,86.761,3.593,,15.028,1:15PM,Mostly Cloudy
28/12/17,84.867,3.514,,14.932,1:45PM,Mostly Cloudy
27/12/17,85.52,3.541,,14.776,1:30PM,Mostly Cloudy
26/12/17,57.562,2.384,,14.164,1:00PM,Cloudy
25/12/17,82.432,3.413,,14.596,2:30PM,Mostly Cloudy
24/12/17,86.014,3.562,,15.18,12:45PM,Mostly Cloudy
23/12/17,79.679,3.299,,14.432,1:15PM,Mostly Cloudy
22/12/17,84.698,3.507,,15.34,2:00PM,Mostly Cloudy
21/12/17,91.378,3.784,,15.964,1:15PM,Mostly Cloudy
20/12/17,76.212,3.156,,13.692,1:30PM,Mostly Cloudy
19/12/17,75.64,3.132,,13.692,1:00PM,Mostly Cloudy
18/12/17,76.549,3.17,,13.916,1:00PM,Mostly Cloudy
17/12/17,76.631,3.173,,13.716,1:15PM,Mostly Cloudy
16/12/17,54.302,2.249,,12.92,1:30PM,Cloudy
15/12/17,79.434,3.289,,14.068,1:30PM,Mostly Cloudy
14/12/17,72.595,3.006,,14.404,1:15PM,Mostly Cloudy
13/12/17,80.68,3.341,,14.084,1:00PM,Mostly Cloudy
12/12/17,82.013,3.396,,14.316,1:00PM,Mostly Cloudy
11/12/17,81.443,3.372,,14.228,1:30PM,Mostly Cloudy
10/12/17,55.998,2.319,,14.304,1:30PM,Cloudy
09/12/17,56.505,2.34,,11.644,1:15PM,Cloudy
08/12/17,56.505,2.34,,11.644,1:15PM,Cloudy
07/12/17,78.961,3.27,,14.956,12:30PM,Mostly Cloudy
06/12/17,83.935,3.476,,14.952,1:15PM,Mostly Cloudy
05/12/17,67.701,2.803,,12.84,11:45AM,Mostly Cloudy
04/12/17,71.163,2.947,,15.032,1:00PM,Mostly Cloudy
03/12/17,70.403,2.915,,14.696,1:00PM,Mostly Cloudy
02/12/17,77.94,3.227,,14.0,1:00PM,Mostly Cloudy
01/12/17,81.213,3.363,,14.128,12:45PM,Mostly Cloudy
30/11/17,31.005,1.284,,6.66,1:30PM,Cloudy
29/11/17,50.579,2.094,,10.228,12:15PM,Cloudy
28/11/17,52.734,2.184,,14.228,12:15PM,Cloudy
27/11/17,52.456,2.172,,14.848,1:15PM,Cloudy
26/11/17,87.945,3.642,,15.076,1:00PM,Mostly Cloudy
25/11/17,87.034,3.604,,14.828,1:15PM,Mostly Cloudy
24/11/17,84.643,3.505,,14.444,12:30PM,Mostly Cloudy
23/11/17,83.158,3.443,,16.98,12:30PM,Mostly Cloudy
22/11/17,84.421,3.496,,14.112,1:15PM,Mostly Cloudy
21/11/17,83.241,3.447,,13.9,1:00PM,Mostly Cloudy
20/11/17,81.645,3.381,,14.112,12:15PM,Mostly Cloudy
19/11/17,80.721,3.342,,14.184,12:45PM,Mostly Cloudy
18/11/17,84.997,3.52,,14.716,2:00PM,Mostly Cloudy
17/11/17,44.959,1.862,,11.212,12:45PM,Cloudy
16/11/17,71.068,2.943,,14.444,1:00PM,Mostly Cloudy
15/11/17,56.666,2.346,,11.588,3:15PM,Cloudy
14/11/17,69.412,2.874,,14.396,12:00PM,Mostly Cloudy
13/11/17,66.923,2.771,,13.696,11:00AM,Mostly Cloudy
12/11/17,40.82,1.69,,10.112,12:00PM,Cloudy
11/11/17,92.864,3.845,,15.776,12:30PM,Mostly Cloudy
10/11/17,86.891,3.598,,15.744,1:30PM,Mostly Cloudy
09/11/17,90.671,3.754,,15.88,12:30PM,Mostly Cloudy
08/11/17,52.433,2.171,,12.796,1:00PM,Cloudy
07/11/17,30.656,1.269,,9.444,12:45PM,Cloudy
06/11/17,47.466,1.965,,14.52,1:15PM,Cloudy
05/11/17,84.329,3.492,,16.552,1:15PM,Mostly Cloudy
04/11/17,95.405,3.951,,15.796,2:45PM,Mostly Cloudy
03/11/17,56.351,2.333,,11.708,12:45PM,Cloudy
02/11/17,66.21,2.742,,16.32,12:30PM,Mostly Cloudy
01/11/17,52.011,2.154,,16.0,12:30PM,Cloudy
31/10/17,39.104,1.619,,9.52,4:00PM,Cloudy
30/10/17,34.154,1.414,,14.048,3:15PM,Cloudy
29/10/17,100.506,4.162,,15.912,2:45PM,Partly Cloudy
28/10/17,100.757,4.172,,16.032,2:30PM,Partly Cloudy
27/10/17,100.982,4.181,,16.172,2:15PM,Partly Cloudy
26/10/17,99.634,4.126,,15.992,1:45PM,Partly Cloudy
25/10/17,101.311,4.195,,16.12,2:00PM,Partly Cloudy
24/10/17,101.596,4.207,,16.048,2:00PM,Partly Cloudy
23/10/17,105.248,4.358,,16.464,2:15PM,Partly Cloudy
22/10/17,108.043,4.474,,16.976,2:30PM,Partly Cloudy
21/10/17,104.516,4.328,,15.9,2:15PM,Partly Cloudy
20/10/17,50.57,2.094,,13.384,4:15PM,Cloudy
19/10/17,70.765,2.93,,14.116,3:15PM,Mostly Cloudy
18/10/17,102.865,4.259,,16.56,2:00PM,Partly Cloudy
17/10/17,99.464,4.119,,15.328,1:30PM,Partly Cloudy
16/10/17,104.913,4.344,,15.8,1:15PM,Partly Cloudy
15/10/17,107.777,4.463,,16.692,2:15PM,Partly Cloudy
14/10/17,107.978,4.471,,16.264,1:15PM,Partly Cloudy
13/10/17,110.258,4.566,,17.172,2:30PM,Partly Cloudy
12/10/17,113.58,4.703,,17.528,2:15PM,Partly Cloudy
11/10/17,114.231,4.73,,17.576,2:15PM,Partly Cloudy
10/10/17,116.613,4.829,,17.74,2:30PM,Partly Cloudy
09/10/17,109.03,4.515,,15.968,12:45PM,Partly Cloudy
08/10/17,114.271,4.732,,17.124,1:00PM,Partly Cloudy
07/10/17,116.502,4.824,,16.768,3:00PM,Partly Cloudy
06/10/17,117.505,4.866,,17.688,1:45PM,Partly Cloudy
05/10/17,119.774,4.96,,17.96,1:30PM,Partly Cloudy
04/10/17,120.832,5.003,,17.916,3:00PM,Fine
03/10/17,107.486,4.451,,16.68,3:30PM,Partly Cloudy
02/10/17,99.717,4.129,,17.26,2:15PM,Partly Cloudy
01/10/17,121.574,5.034,,17.248,3:30PM,Fine
30/09/17,119.792,4.96,,17.352,1:00PM,Partly Cloudy
29/09/17,120.826,5.003,,17.988,2:30PM,Fine
28/09/17,122.209,5.06,,18.524,1:45PM,Fine
27/09/17,121.184,5.018,,16.976,2:15PM,Fine
26/09/17,122.045,5.054,,17.472,3:30PM,Fine
25/09/17,122.024,5.053,,17.164,3:30PM,Fine
24/09/17,127.346,5.273,,17.896,3:45PM,Fine
23/09/17,115.02,4.763,,18.68,2:00PM,Partly Cloudy
22/09/17,121.097,5.014,,17.784,12:45PM,Fine
21/09/17,60.657,2.512,,12.792,5:15PM,Mostly Cloudy
20/09/17,123.224,5.102,,17.844,3:30PM,Fine
19/09/17,130.895,5.42,,18.624,2:45PM,Fine
18/09/17,127.717,5.288,,17.928,3:45PM,Fine
17/09/17,126.197,5.226,,18.16,3:30PM,Fine
16/09/17,100.227,4.15,,18.272,2:15PM,Partly Cloudy
15/09/17,71.901,2.977,,16.324,2:00PM,Mostly Cloudy
14/09/17,91.821,3.802,,18.04,2:00PM,Mostly Cloudy
13/09/17,108.978,4.513,,18.688,1:00PM,Partly Cloudy
12/09/17,113.531,4.701,,17.468,2:45PM,Partly Cloudy
11/09/17,93.623,3.877,,18.364,2:15PM,Mostly Cloudy
10/09/17,118.658,4.913,,17.984,2:30PM,Partly Cloudy
09/09/17,118.695,4.915,,18.204,1:30PM,Partly Cloudy
08/09/17,100.608,4.166,,18.044,2:30PM,Partly Cloudy
07/09/17,126.421,5.235,,17.544,3:15PM,Fine
06/09/17,127.257,5.269,,18.028,3:00PM,Fine
05/09/17,115.532,4.784,,18.032,2:45PM,Partly Cloudy
04/09/17,74.534,3.086,,17.664,3:15PM,Mostly Cloudy
03/09/17,63.517,2.63,,16.844,1:45PM,Mostly Cloudy
02/09/17,109.618,4.539,,16.644,2:15PM,Partly Cloudy
01/09/17,99.85,4.135,,17.292,3:45PM,Partly Cloudy
31/08/17,88.676,3.672,,16.048,1:15PM,Mostly Cloudy
30/08/17,117.733,4.875,,16.836,2:45PM,Partly Cloudy
29/08/17,121.683,5.039,,16.956,2:45PM,Fine
28/08/17,88.387,3.66,,18.452,1:45PM,Mostly Cloudy
27/08/17,127.369,5.274,,18.008,2:15PM,Fine
26/08/17,128.342,5.314,,17.468,3:15PM,Fine
25/08/17,125.203,5.184,,17.656,2:30PM,Fine
24/08/17,95.754,3.965,,18.512,3:15PM,Mostly Cloudy
23/08/17,92.939,3.848,,17.456,3:15PM,Mostly Cloudy
22/08/17,132.575,5.49,,18.172,2:45PM,Fine
21/08/17,125.352,5.191,,17.716,3:15PM,Fine
20/08/17,135.491,5.61,,17.88,1:30PM,Fine
19/08/17,90.829,3.761,,12.628,3:15PM,Mostly Cloudy
18/08/17,136.623,5.657,,18.252,3:15PM,Fine
17/08/17,134.489,5.569,,17.716,2:15PM,Fine
16/08/17,138.63,5.74,,18.068,2:15PM,Fine
15/08/17,125.245,5.186,,18.784,2:00PM,Fine
14/08/17,140.662,5.825,,18.292,3:30PM,Fine
13/08/17,140.842,5.832,,18.412,2:30PM,Fine
12/08/17,134.952,5.588,,18.072,2:30PM,Fine
10/08/17,136.779,5.664,,18.036,1:30PM,Fine
09/08/17,142.913,5.918,,18.304,2:00PM,Fine
08/08/17,143.258,5.932,,18.856,3:00PM,Fine
07/08/17,140.89,5.834,,17.928,1:30PM,Fine
06/08/17,140.553,5.82,,18.572,2:30PM,Fine
05/08/17,141.553,5.861,,18.86,2:30PM,Fine
04/08/17,140.387,5.813,,18.724,3:00PM,Fine
03/08/17,135.936,5.629,,18.384,2:15PM,Fine
02/08/17,54.186,2.244,,13.404,3:15PM,Cloudy
01/08/17,91.422,3.786,,19.172,3:15PM,Mostly Cloudy
31/07/17,140.186,5.805,,18.42,3:15PM,Fine
30/07/17,141.061,5.841,,18.82,2:15PM,Fine
29/07/17,138.612,5.74,,18.46,2:15PM,Fine
28/07/17,147.274,6.098,,18.936,2:15PM,Fine
27/07/17,146.823,6.08,,19.128,3:00PM,Fine
26/07/17,146.259,6.056,,18.972,2:30PM,Fine
25/07/17,144.076,5.966,,19.78,2:45PM,Fine
24/07/17,124.7,5.164,,20.212,2:30PM,Fine
23/07/17,136.35,5.646,,18.208,3:15PM,Fine
22/07/17,138.576,5.738,,18.212,2:30PM,Fine
21/07/17,142.535,5.902,,18.632,2:30PM,Fine
20/07/17,137.261,5.684,,18.316,2:30PM,Fine
19/07/17,138.105,5.719,,18.468,4:15PM,Fine
18/07/17,122.44,5.07,,18.372,2:15PM,Fine
17/07/17,135.924,5.628,,17.888,2:30PM,Fine
16/07/17,118.993,4.927,,18.16,3:00PM,Partly Cloudy
15/07/17,136.562,5.655,,19.652,2:30PM,Fine
14/07/17,144.671,5.991,,18.676,2:30PM,Fine
13/07/17,143.683,5.95,,18.756,2:45PM,Fine
12/07/17,141.691,5.867,,18.576,2:15PM,Fine
11/07/17,141.477,5.858,,18.536,2:15PM,Fine
10/07/17,141.182,5.846,,18.296,2:30PM,Fine
09/07/17,92.794,3.842,,18.492,2:15PM,Mostly Cloudy
08/07/17,98.219,4.067,,16.492,1:00PM,Partly Cloudy
07/07/17,112.161,4.644,,18.224,2:15PM,Partly Cloudy
06/07/17,115.015,4.763,,17.812,2:00PM,Partly Cloudy
05/07/17,133.699,5.536,,18.112,2:15PM,Fine
04/07/17,138.171,5.721,,18.116,2:00PM,Fine
03/07/17,140.783,5.83,,18.132,2:15PM,Fine
02/07/17,146.377,6.061,,18.924,2:30PM,Fine
01/07/17,142.929,5.918,,18.512,2:30PM,Fine
30/06/17,143.618,5.947,,18.728,2:15PM,Fine
29/06/17,148.638,6.155,,18.996,2:30PM,Fine
28/06/17,150.73,6.241,,19.52,2:30PM,Fine
27/06/17,145.856,6.04,,18.964,2:15PM,Fine
26/06/17,140.999,5.838,,18.216,2:30PM,Fine
25/06/17,140.201,5.805,,18.344,2:30PM,Fine
24/06/17,118.043,4.888,,19.464,2:30PM,Partly Cloudy
23/06/17,118.353,4.901,,19.464,2:30PM,Partly Cloudy
22/06/17,138.753,5.745,,18.816,2:30PM,Fine
21/06/17,142.432,5.898,,18.532,2:30PM,Fine
20/06/17,144.238,5.973,,18.552,2:15PM,Fine
19/06/17,146.055,6.048,,19.048,2:30PM,Fine
18/06/17,149.378,6.185,,19.144,2:30PM,Fine
17/06/17,149.163,6.177,,19.12,2:45PM,Fine
16/06/17,147.392,6.103,,18.788,3:00PM,Fine
15/06/17,151.142,6.258,,19.26,1:45PM,Fine
14/06/17,151.002,6.253,,19.468,2:45PM,Fine
13/06/17,153.206,6.344,,19.784,2:30PM,Fine
12/06/17,156.663,6.487,,20.028,1:45PM,Fine
11/06/17,131.801,5.458,,20.896,1:45PM,Fine
10/06/17,142.955,5.919,,19.948,2:30PM,Fine
09/06/17,150.738,6.242,,19.368,2:00PM,Fine
08/06/17,154.242,6.387,,19.736,2:45PM,Fine
07/06/17,127.192,5.267,,20.376,1:30PM,Fine
06/06/17,50.877,2.107,,8.728,1:00PM,Cloudy
05/06/17,142.264,5.891,,19.584,2:30PM,Fine
