Date (dd/mm/yy),Generated (kWh),Efficiency (kWh/kW),Exported (kWh),Peak Power (kW),Peak Time (hh:mm:am/pm),Weather Conditions (category)
01/05/19,150.135,6.217,,20.116,2:30PM,Fine
30/04/19,43.506,1.801,,10.872,11:30AM,Cloudy
29/04/19,39.49,1.635,,9.552,1:30PM,Cloudy
28/04/19,130.229,5.393,,19.352,2:15PM,Fine
27/04/19,130.229,5.393,,19.352,2:15PM,Fine
26/04/19,146.109,6.05,,19.4,2:00PM,Fine
25/04/19,142.391,5.896,,19.076,2:30PM,Fine
24/04/19,140.529,5.819,,19.02,2:15PM,Fine
23/04/19,143.522,5.943,,19.492,2:15PM,Fine
22/04/19,144.766,5.994,,19.496,3:00PM,Fine
21/04/19,149.059,6.172,,20.924,1:15PM,Fine
20/04/19,147.82,6.121,,,1:00PM,Fine
19/04/19,140.1,5.801,,,1:00PM,Fine
18/04/19,140.327,5.811,,19.144,1:45PM,Fine
17/04/19,136.778,5.664,,19.944,3:00PM,Fine
16/04/19,52.774,2.185,,14.46,1:30PM,Cloudy
15/04/19,139.361,5.771,,19.36,2:00PM,Fine
14/04/19,139.002,5.756,,19.472,1:45PM,Fine
13/04/19,140.392,5.813,,19.572,2:45PM,Fine
12/04/19,135.633,5.616,,20.628,2:00PM,Fine
11/04/19,116.249,4.814,,19.144,1:30PM,Partly Cloudy
10/04/19,144.357,5.978,,20.332,2:15PM,Fine
09/04/19,127.668,5.286,,19.8,1:45PM,Fine
08/04/19,128.793,5.333,,19.244,2:45PM,Fine
07/04/19,137.856,5.708,,19.112,2:45PM,Fine
06/04/19,135.59,5.614,,,,Fine
05/04/19,60.566,2.508,,13.66,3:45PM,Mostly Cloudy
04/04/19,90.055,3.729,,19.492,1:00PM,Mostly Cloudy
03/04/19,90.048,3.729,,20.064,3:15PM,Mostly Cloudy
02/04/19,136.577,5.655,,19.616,2:45PM,Fine
01/04/19,123.821,5.127,,19.44,2:30PM,Fine
31/03/19,121.774,5.042,,18.908,3:15PM,Fine
30/03/19,135.104,5.594,,19.32,2:15PM,Fine
29/03/19,124.706,5.164,,18.756,3:30PM,Fine
28/03/19,128.295,5.312,,20.092,2:45PM,Fine
27/03/19,117.103,4.849,,18.572,3:15PM,Partly Cloudy
26/03/19,106.804,4.423,,19.652,2:00PM,Partly Cloudy
25/03/19,132.486,5.486,,18.964,3:15PM,Fine
24/03/19,132.486,5.486,,18.964,3:15PM,Fine
23/03/19,125.625,5.202,,19.992,2:45PM,Fine
22/03/19,131.139,5.43,,19.828,3:00PM,Fine
21/03/19,66.361,2.748,,17.716,1:30PM,Mostly Cloudy
20/03/19,68.636,2.842,,16.668,4:45PM,Mostly Cloudy
19/03/19,125.642,5.203,,20.024,1:15PM,Fine
18/03/19,126.431,5.235,,18.516,2:15PM,Fine
17/03/19,126.505,5.238,,18.44,2:45PM,Fine
16/03/19,128.887,5.337,,18.904,2:30PM,Fine
15/03/19,121.316,5.023,,20.868,3:30PM,Fine
14/03/19,132.274,5.477,,19.556,2:15PM,Fine
13/03/19,110.088,4.559,,20.152,2:45PM,Partly Cloudy
12/03/19,108.71,4.501,,19.328,3:00PM,Partly Cloudy
11/03/19,34.054,1.41,,9.956,1:45PM,Cloudy
10/03/19,92.796,3.842,,18.644,1:30PM,Mostly Cloudy
09/03/19,86.242,3.571,,16.856,1:30PM,Mostly Cloudy
08/03/19,107.272,4.442,,19.2,3:00PM,Partly Cloudy
07/03/19,73.074,3.026,,18.536,2:30PM,Mostly Cloudy
06/03/19,32.627,1.351,,10.84,2:30PM,Cloudy
05/03/19,79.898,3.308,,17.88,1:15PM,Mostly Cloudy
04/03/19,70.499,2.919,,13.048,12:30PM,Mostly Cloudy
03/03/19,65.885,2.728,,18.804,2:45PM,Mostly Cloudy
02/03/19,25.175,1.042,,5.656,1:45PM,Cloudy
01/03/19,101.057,4.185,,17.752,1:45PM,Partly Cloudy
28/02/19,100.889,4.178,,19.064,1:30PM,Partly Cloudy
27/02/19,119.908,4.965,,17.94,1:30PM,Partly Cloudy
26/02/19,71.939,2.979,,16.14,12:45PM,Mostly Cloudy
25/02/19,116.213,4.812,,17.836,1:15PM,Partly Cloudy
24/02/19,119.577,4.951,,18.328,2:00PM,Partly Cloudy
23/02/19,119.652,4.955,,18.628,1:30PM,Partly Cloudy
22/02/19,122.285,5.064,,19.068,1:30PM,Fine
21/02/19,48.231,1.997,,18.196,12:30PM,Cloudy
20/02/19,35.692,1.478,,9.332,10:15AM,Cloudy
19/02/19,119.551,4.95,,18.632,1:45PM,Partly Cloudy
18/02/19,100.109,4.145,,19.772,12:30PM,Partly Cloudy
17/02/19,74.293,3.076,,18.88,1:15PM,Mostly Cloudy
16/02/19,96.522,3.997,,19.5,1:00PM,Mostly Cloudy
15/02/19,66.993,2.774,,15.1,11:30AM,Mostly Cloudy
14/02/19,6.056,0.251,,1.98,12:15PM,Showers
13/02/19,29.58,1.225,,8.356,11:00AM,Cloudy
12/02/19,83.482,3.457,,15.092,12:15PM,Mostly Cloudy
11/02/19,111.408,4.613,,17.728,1:45PM,Partly Cloudy
10/02/19,63.838,2.643,,16.232,3:15PM,Mostly Cloudy
09/02/19,75.191,3.113,,16.748,12:00PM,Mostly Cloudy
08/02/19,100.309,4.154,,17.396,2:00PM,Partly Cloudy
07/02/19,106.537,4.411,,17.2,1:45PM,Partly Cloudy
06/02/19,107.607,4.456,,18.032,1:30PM,Partly Cloudy
05/02/19,46.387,1.921,,11.5,1:00PM,Cloudy
04/02/19,41.815,1.731,,10.988,11:00AM,Cloudy
03/02/19,47.371,1.962,,16.632,11:30AM,Cloudy
02/02/19,18.628,0.771,,5.276,12:00PM,Showers
01/02/19,101.045,4.184,,17.752,1:45PM,Partly Cloudy
31/01/19,42.652,1.766,,14.196,12:00PM,Cloudy
30/01/19,80.163,3.319,,17.004,1:30PM,Mostly Cloudy
29/01/19,84.841,3.513,,16.632,12:45PM,Mostly Cloudy
28/01/19,75.494,3.126,,18.4,12:30PM,Mostly Cloudy
27/01/19,95.262,3.945,,15.812,1:15PM,Mostly Cloudy
26/01/19,87.881,3.639,,15.804,1:00PM,Mostly Cloudy
25/01/19,96.753,4.006,,15.872,1:45PM,Partly Cloudy
24/01/19,74.036,3.066,,13.996,11:45AM,Mostly Cloudy
23/01/19,96.247,3.985,,16.1,2:00PM,Mostly Cloudy
22/01/19,88.51,3.665,,17.16,1:30PM,Mostly Cloudy
21/01/19,97.301,4.029,,16.88,1:45PM,Partly Cloudy
20/01/19,66.923,2.771,,15.404,2:00PM,Mostly Cloudy
19/01/19,91.975,3.808,,15.512,1:45PM,Mostly Cloudy
18/01/19,71.794,2.973,,15.084,1:45PM,Mostly Cloudy
17/01/19,16.116,0.667,,3.892,11:45AM,Showers
16/01/19,63.858,2.644,,15.608,12:30PM,Mostly Cloudy
15/01/19,35.195,1.457,,12.948,12:00PM,Cloudy
14/01/19,7.665,0.317,,4.456,11:30AM,Showers
13/01/19,60.075,2.488,,13.872,3:00PM,Cloudy
12/01/19,53.911,2.232,,16.2,2:30PM,Cloudy
11/01/19,60.342,2.499,,14.24,1:00PM,Cloudy
10/01/19,87.82,3.636,,15.064,1:15PM,Mostly Cloudy
09/01/19,82.288,3.407,,15.268,1:15PM,Mostly Cloudy
08/01/19,77.42,3.206,,14.42,2:15PM,Mostly Cloudy
07/01/19,86.942,3.6,,15.276,1:30PM,Mostly Cloudy
06/01/19,18.452,0.764,,4.548,11:15AM,Showers
05/01/19,18.452,0.764,,4.548,11:15AM,Showers
04/01/19,88.861,3.68,,15.7,1:15PM,Mostly Cloudy
03/01/19,90.899,3.764,,15.768,1:15PM,Mostly Cloudy
02/01/19,90.647,3.753,,15.696,1:00PM,Mostly Cloudy
01/01/19,94.504,3.913,,16.668,1:15PM,Mostly Cloudy
31/12/18,22.09,0.915,,10.288,12:15PM,Showers
30/12/18,85.401,3.536,,14.952,1:15PM,Mostly Cloudy
29/12/18,88.438,3.662,,15.36,1:15PM,Mostly Cloudy
28/12/18,89.295,3.698,,15.428,1:00PM,Mostly Cloudy
27/12/18,62.628,2.593,,16.284,1:15PM,Mostly Cloudy
26/12/18,85.29,3.532,,15.0,1:30PM,Mostly Cloudy
25/12/18,24.975,1.034,,12.232,3:15PM,Cloudy
24/12/18,70.14,2.904,,14.636,12:45PM,Mostly Cloudy
23/12/18,70.14,2.904,,14.636,12:45PM,Mostly Cloudy
22/12/18,72.979,3.022,,14.184,1:30PM,Mostly Cloudy
21/12/18,30.539,1.265,,5.608,2:30PM,Cloudy
20/12/18,78.131,3.235,,14.156,12:45PM,Mostly Cloudy
19/12/18,81.183,3.362,,14.348,1:15PM,Mostly Cloudy
18/12/18,81.183,3.362,,14.348,1:15PM,Mostly Cloudy
17/12/18,80.412,3.33,,16.4,1:00PM,Mostly Cloudy
16/12/18,82.847,3.431,,14.504,1:30PM,Mostly Cloudy
15/12/18,82.402,3.412,,14.612,1:15PM,Mostly Cloudy
14/12/18,30.634,1.268,,7.308,1:00PM,Cloudy
13/12/18,76.942,3.186,,14.412,12:45PM,Mostly Cloudy
12/12/18,76.942,3.186,,14.412,12:45PM,Mostly Cloudy
11/12/18,80.308,3.325,,14.764,1:00PM,Mostly Cloudy
10/12/18,32.597,1.35,,8.08,12:00PM,Cloudy
09/12/18,60.525,2.506,,14.536,12:15PM,Mostly Cloudy
08/12/18,86.691,3.59,,15.004,1:15PM,Mostly Cloudy
07/12/18,87.152,3.609,,15.776,2:00PM,Mostly Cloudy
05/12/18,31.766,1.315,,11.356,11:00AM,Cloudy
04/12/18,78.616,3.255,,15.104,2:00PM,Mostly Cloudy
03/12/18,88.473,3.663,,15.152,1:15PM,Mostly Cloudy
02/12/18,91.081,3.771,,16.124,1:30PM,Mostly Cloudy
01/12/18,51.677,2.14,,15.956,12:00PM,Cloudy
30/11/18,37.743,1.563,,15.432,11:45AM,Cloudy
29/11/18,16.716,0.692,,8.004,3:15PM,Showers
28/11/18,80.464,3.332,,16.676,12:30PM,Mostly Cloudy
27/11/18,81.499,3.375,,15.196,1:00PM,Mostly Cloudy
26/11/18,89.597,3.71,,15.6,1:30PM,Mostly Cloudy
25/11/18,86.285,3.573,,14.96,1:15PM,Mostly Cloudy
24/11/18,63.605,2.634,,14.356,2:45PM,Mostly Cloudy
23/11/18,83.955,3.476,,15.924,12:45PM,Mostly Cloudy
22/11/18,59.692,2.472,,14.0,12:45PM,Cloudy
21/11/18,75.21,3.114,,13.92,12:15PM,Mostly Cloudy
20/11/18,79.272,3.282,,13.788,1:00PM,Mostly Cloudy
19/11/18,50.058,2.073,,15.196,12:15PM,Cloudy
18/11/18,85.993,3.561,,14.68,12:45PM,Mostly Cloudy
17/11/18,79.161,3.278,,14.872,11:45AM,Mostly Cloudy
16/11/18,86.385,3.577,,14.868,1:00PM,Mostly Cloudy
15/11/18,72.422,2.999,,15.668,1:30PM,Mostly Cloudy
14/11/18,90.999,3.768,,15.056,1:00PM,Mostly Cloudy
13/11/18,88.115,3.649,,15.296,12:00PM,Mostly Cloudy
12/11/18,94.109,3.897,,15.508,1:30PM,Mostly Cloudy
11/11/18,86.487,3.581,,14.888,1:00PM,Mostly Cloudy
10/11/18,94.065,3.895,,15.656,1:00PM,Mostly Cloudy
09/11/18,93.773,3.883,,15.696,1:00PM,Mostly Cloudy
08/11/18,90.128,3.732,,14.804,1:00PM,Mostly Cloudy
07/11/18,92.268,3.821,,15.444,1:00PM,Mostly Cloudy
06/11/18,92.438,3.828,,15.36,1:15PM,Mostly Cloudy
05/11/18,94.554,3.915,,15.732,1:00PM,Mostly Cloudy
04/11/18,63.442,2.627,,12.208,12:30PM,Mostly Cloudy
03/11/18,94.319,3.906,,15.68,2:00PM,Mostly Cloudy
02/11/18,96.945,4.014,,15.924,2:15PM,Partly Cloudy
01/11/18,84.127,3.484,,16.38,2:45PM,Mostly Cloudy
31/10/18,99.122,4.104,,16.028,1:45PM,Partly Cloudy
30/10/18,99.587,4.124,,16.008,1:45PM,Partly Cloudy
29/10/18,87.651,3.629,,17.276,1:45PM,Mostly Cloudy
28/10/18,85.476,3.539,,17.092,2:00PM,Mostly Cloudy
27/10/18,101.799,4.215,,16.196,2:15PM,Partly Cloudy
26/10/18,102.019,4.224,,16.312,2:00PM,Partly Cloudy
25/10/18,101.229,4.192,,16.116,2:30PM,Partly Cloudy
24/10/18,102.387,4.24,,16.232,2:00PM,Partly Cloudy
23/10/18,104.521,4.328,,16.512,2:00PM,Partly Cloudy
22/10/18,76.342,3.161,,16.492,1:15PM,Mostly Cloudy
21/10/18,108.908,4.51,,17.132,2:30PM,Partly Cloudy
20/10/18,108.244,4.482,,17.068,2:00PM,Partly Cloudy
19/10/18,109.802,4.547,,16.94,2:15PM,Partly Cloudy
18/10/18,111.064,4.599,,17.1,2:15PM,Partly Cloudy
17/10/18,112.182,4.645,,17.392,2:00PM,Partly Cloudy
16/10/18,116.416,4.821,,17.928,2:00PM,Partly Cloudy
15/10/18,120.142,4.975,,18.648,2:15PM,Partly Cloudy
14/10/18,94.934,3.931,,17.068,1:30PM,Mostly Cloudy
13/10/18,32.558,1.348,,9.892,12:00PM,Cloudy
12/10/18,54.773,2.268,,13.752,12:00PM,Cloudy
11/10/18,103.272,4.276,,19.208,1:45PM,Partly Cloudy
10/10/18,98.927,4.096,,17.672,3:15PM,Partly Cloudy
09/10/18,116.182,4.811,,17.528,2:30PM,Partly Cloudy
08/10/18,115.14,4.768,,17.632,2:15PM,Partly Cloudy
07/10/18,102.184,4.231,,18.48,1:15PM,Partly Cloudy
06/10/18,43.288,1.792,,9.888,4:45PM,Cloudy
05/10/18,116.148,4.809,,18.232,1:45PM,Partly Cloudy
04/10/18,88.538,3.666,,17.788,3:00PM,Mostly Cloudy
03/10/18,77.604,3.213,,18.496,2:15PM,Mostly Cloudy
02/10/18,62.81,2.601,,12.98,11:30AM,Mostly Cloudy
01/10/18,43.982,1.821,,9.316,11:15AM,Cloudy
30/09/18,65.717,2.721,,13.828,2:15PM,Mostly Cloudy
29/09/18,95.265,3.945,,14.5,2:30PM,Mostly Cloudy
28/09/18,98.525,4.08,,14.952,2:15PM,Partly Cloudy
27/09/18,96.156,3.982,,14.696,2:15PM,Mostly Cloudy
26/09/18,91.901,3.805,,14.824,2:30PM,Mostly Cloudy
25/09/18,89.098,3.689,,15.08,2:15PM,Mostly Cloudy
24/09/18,73.903,3.06,,15.516,2:00PM,Mostly Cloudy
23/09/18,96.31,3.988,,15.376,2:15PM,Mostly Cloudy
22/09/18,96.805,4.008,,14.796,2:00PM,Partly Cloudy
21/09/18,101.35,4.197,,15.348,2:30PM,Partly Cloudy
20/09/18,101.897,4.219,,15.232,2:00PM,Partly Cloudy
19/09/18,106.908,4.427,,15.96,2:45PM,Partly Cloudy
18/09/18,107.182,4.438,,16.0,2:30PM,Partly Cloudy
17/09/18,106.299,4.402,,15.856,2:15PM,Partly Cloudy
16/09/18,105.727,4.378,,15.7,2:15PM,Partly Cloudy
15/09/18,105.603,4.373,,15.636,2:15PM,Partly Cloudy
14/09/18,105.398,4.364,,15.672,2:00PM,Partly Cloudy
13/09/18,109.573,4.537,,16.08,2:30PM,Partly Cloudy
12/09/18,108.63,4.498,,15.932,2:30PM,Partly Cloudy
11/09/18,111.565,4.62,,16.248,2:45PM,Partly Cloudy
10/09/18,112.112,4.642,,16.484,2:30PM,Partly Cloudy
09/09/18,110.802,4.588,,16.22,2:00PM,Partly Cloudy
08/09/18,108.651,4.499,,15.924,2:30PM,Partly Cloudy
07/09/18,110.13,4.56,,15.96,2:30PM,Partly Cloudy
06/09/18,112.159,4.644,,16.08,2:15PM,Partly Cloudy
05/09/18,112.951,4.677,,16.244,2:45PM,Partly Cloudy
04/09/18,63.203,2.617,,14.684,2:15PM,Mostly Cloudy
03/09/18,104.942,4.345,,16.672,3:00PM,Partly Cloudy
02/09/18,109.929,4.552,,16.364,2:15PM,Partly Cloudy
01/09/18,116.383,4.819,,16.616,2:15PM,Partly Cloudy
31/08/18,112.369,4.653,,16.456,2:45PM,Partly Cloudy
30/08/18,116.101,4.807,,16.508,2:30PM,Partly Cloudy
29/08/18,116.54,4.826,,16.928,2:30PM,Partly Cloudy
28/08/18,111.002,4.596,,16.636,1:30PM,Partly Cloudy
27/08/18,109.638,4.54,,16.848,2:30PM,Partly Cloudy
26/08/18,117.979,4.885,,16.832,2:30PM,Partly Cloudy
25/08/18,116.249,4.814,,16.764,2:45PM,Partly Cloudy
24/08/18,112.575,4.661,,17.668,2:30PM,Partly Cloudy
23/08/18,116.652,4.83,,16.512,2:45PM,Partly Cloudy
22/08/18,115.424,4.779,,16.272,2:15PM,Partly Cloudy
21/08/18,116.461,4.822,,16.28,2:15PM,Partly Cloudy
20/08/18,98.879,4.094,,16.456,1:45PM,Partly Cloudy
19/08/18,115.078,4.765,,16.408,2:15PM,Partly Cloudy
18/08/18,117.487,4.865,,16.308,2:15PM,Partly Cloudy
17/08/18,113.237,4.689,,16.048,2:30PM,Partly Cloudy
16/08/18,114.35,4.735,,16.296,2:30PM,Partly Cloudy
15/08/18,117.603,4.87,,16.468,2:15PM,Partly Cloudy
14/08/18,120.825,5.003,,16.756,2:30PM,Fine
